run_id,case_id,case_class,mutation_class,target_path,signing_state,expected_outcome,observed_outcome,expected_error_code_or_pass,primary_error_code,observed_error_codes,passed,notes
route-c-hie-security-001,RCP-008,receipt-mutation,backend-identifier,$.backend_receipt.backend_id,stale-receipt-signature,rejected,rejected,TE-E-BACKEND-IDENTITY,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE;TE-E-BACKEND-IDENTITY;TE-E-LEAF-BINDING,true,Expected backend identifier is pinned by verifier policy
route-c-hie-security-001,RCP-009,receipt-mutation,log-identifier,$.backend_receipt.log_id,stale-receipt-signature,rejected,rejected,TE-E-LOG-IDENTITY,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE;TE-E-LOG-IDENTITY;TE-E-LEAF-BINDING,true,Expected log identifier is pinned by verifier policy
route-c-hie-security-001,RCP-010,receipt-mutation,signer-identifier,$.backend_receipt.signer_key_id,stale-receipt-signature,rejected,rejected,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE,true,Signer identifier substitution
route-c-hie-security-001,RCP-011,receipt-mutation,receipt-signature-bytes,$.backend_receipt.receipt_signature.signature,stale-receipt-signature,rejected,rejected,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE,true,One-bit receipt-signature mutation
route-c-hie-security-001,RCP-012,receipt-mutation,unknown-critical-field,$.backend_receipt.critical_extension,stale-receipt-signature,rejected,rejected,TE-E-SCHEMA-ADDITIONAL,TE-E-SCHEMA-ADDITIONAL,TE-E-SCHEMA-ADDITIONAL,true,Closed receipt schema rejects an unknown critical field
route-c-hie-security-001,RPL-001,receipt-replay-control,receipt-replayed-for-other-core,$.backend_receipt,valid-new-core-signature-stale-receipt,rejected,rejected,TE-E-RECEIPT-BINDING,TE-E-RECEIPT-BINDING,TE-E-RECEIPT-BINDING,true,A receipt from one signed core cannot be attached to another validly signed core
route-c-hie-security-001,RSIG-001,re-signed-malformed-receipt,core-digest,$.backend_receipt.core_digest,receipt-re-signed-with-authorised-test-key,rejected,rejected,TE-E-RECEIPT-BINDING,TE-E-RECEIPT-BINDING,TE-E-RECEIPT-BINDING;TE-E-LEAF-BINDING,true,Backend re-signing cannot bind a receipt to another evidence core
route-c-hie-security-001,RSIG-002,re-signed-malformed-receipt,proof-sibling,$.backend_receipt.inclusion_proof.siblings[0],receipt-re-signed-with-authorised-test-key,rejected,rejected,TE-E-PROOF-PATH,TE-E-PROOF-PATH,TE-E-PROOF-PATH,true,Recomputed proof digest and receipt signature do not repair an invalid Merkle path
route-c-hie-security-001,RSIG-003,re-signed-malformed-receipt,root,$.backend_receipt.root_digest,receipt-re-signed-with-authorised-test-key,rejected,rejected,TE-E-PROOF-PATH,TE-E-PROOF-PATH,TE-E-PROOF-PATH,true,Re-signed altered root fails inclusion reconstruction
route-c-hie-security-001,RSIG-004,re-signed-malformed-receipt,leaf-index,$.backend_receipt.leaf_index and inclusion_proof.leaf_index,receipt-re-signed-with-authorised-test-key,rejected,rejected,TE-E-PROOF-PATH,TE-E-PROOF-PATH,TE-E-PROOF-PATH,true,Coherently relabelled leaf index fails path verification
route-c-hie-security-001,RSIG-006,re-signed-malformed-receipt,proof-digest,$.backend_receipt.inclusion_proof_digest,receipt-re-signed-with-authorised-test-key,rejected,rejected,TE-E-PROOF-DIGEST,TE-E-PROOF-DIGEST,TE-E-PROOF-DIGEST,true,Verifier recomputes the proof digest after receipt re-signing
route-c-hie-security-001,RSIG-007,re-signed-malformed-receipt,backend-identifier,$.backend_receipt.backend_id,receipt-re-signed-with-authorised-test-key,rejected,rejected,TE-E-BACKEND-IDENTITY,TE-E-BACKEND-IDENTITY,TE-E-BACKEND-IDENTITY;TE-E-LEAF-BINDING,true,Expected backend identity is independent of signature validity
route-c-hie-security-001,RSIG-008,re-signed-malformed-receipt,log-identifier,$.backend_receipt.log_id,receipt-re-signed-with-authorised-test-key,rejected,rejected,TE-E-LOG-IDENTITY,TE-E-LOG-IDENTITY,TE-E-LOG-IDENTITY;TE-E-LEAF-BINDING,true,Expected log identity is independent of signature validity
route-c-hie-security-001,RSIG-009,trust-registry-control,wrong-backend-key-material,$receipt_key_registry,valid-signature-wrong-verification-key,rejected,rejected,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE,TE-E-RECEIPT-SIGNATURE,true,Correct backend key identifier mapped to unrelated public-key material
route-c-hie-security-001,STATE-001,checkpoint-state-control,same-checkpoint-confirmation,$retained_checkpoint,valid-signatures,accepted,accepted,PASS,PASS,,true,A valid same-size receipt confirms but does not advance retained state; state_changed=false
route-c-hie-security-001,STATE-002,checkpoint-state-control,rollback,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CHECKPOINT-ROLLBACK,TE-E-CHECKPOINT-ROLLBACK,TE-E-CHECKPOINT-ROLLBACK,true,A valid smaller-tree receipt is rejected and retained state is unchanged; state_changed=false
route-c-hie-security-001,STATE-003,checkpoint-state-control,same-size-fork,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CHECKPOINT-FORK,TE-E-CHECKPOINT-FORK,TE-E-CHECKPOINT-FORK,true,A valid same-size alternative root is rejected against retained state; state_changed=false
route-c-hie-security-001,STATE-004,checkpoint-state-control,missing-consistency-proof,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CONSISTENCY-MISSING,TE-E-CONSISTENCY-MISSING,TE-E-CONSISTENCY-MISSING,true,A larger-tree receipt cannot advance state without a consistency proof; state_changed=false
route-c-hie-security-001,STATE-005,checkpoint-state-control,consistency-path,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CONSISTENCY-PATH,TE-E-CONSISTENCY-PATH,TE-E-CONSISTENCY-PATH,true,Mutated consistency path is rejected without checkpoint advancement; state_changed=false
route-c-hie-security-001,STATE-006,checkpoint-state-control,consistency-root,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CONSISTENCY-ROOT,TE-E-CONSISTENCY-ROOT,TE-E-CONSISTENCY-ROOT,true,Consistency proof naming another retained root is rejected; state_changed=false
route-c-hie-security-001,STATE-007,checkpoint-state-control,consistency-size,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CONSISTENCY-SIZE,TE-E-CONSISTENCY-SIZE,TE-E-CONSISTENCY-SIZE,true,Consistency proof naming another retained size is rejected; state_changed=false
route-c-hie-security-001,STATE-008,checkpoint-state-control,consistency-identity,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CONSISTENCY-IDENTITY,TE-E-CONSISTENCY-IDENTITY,TE-E-CONSISTENCY-IDENTITY,true,Consistency proof from another backend identity is rejected; state_changed=false
route-c-hie-security-001,STATE-009,checkpoint-state-control,valid-prefix-extension,$retained_checkpoint,valid-signatures,accepted,accepted,PASS,PASS,,true,A valid proof advances retained state from size three to size five; state_changed=true
route-c-hie-security-001,STATE-010,checkpoint-state-control,post-advance-old-receipt,$retained_checkpoint,valid-signatures,rejected,rejected,TE-E-CHECKPOINT-ROLLBACK,TE-E-CHECKPOINT-ROLLBACK,TE-E-CHECKPOINT-ROLLBACK,true,After valid advancement an older valid receipt is rejected without rollback; state_changed=false
